demographics_key,sex,age_group,education_level,annual_income,race_ethnicity
1077,Female,60-64,Some high school,"$10,000 to <$15,000",White only (non-Hispanic)
1078,Female,40-44,Some college or technical school,"$25,000 to <$35,000",Black only (non-Hispanic)
1079,Female,35-39,Some college or technical school,"$25,000 to <$35,000",Black only (non-Hispanic)
1080,Female,30-34,College graduate or higher,"$200,000 or more",Black only (non-Hispanic)
1081,Male,35-39,College graduate or higher,"$10,000 to <$15,000",Hispanic
1082,Female,30-34,Some high school,"$20,000 to <$25,000",White only (non-Hispanic)
1083,Male,60-64,College graduate or higher,"$150,000 to < $200,000",Other race (non-Hispanic)
1084,Female,18-24,High school graduate,"$50,000 to <$75,000",Black only (non-Hispanic)
1085,Female,45-49,High school graduate,"$25,000 to <$35,000",Black only (non-Hispanic)
1086,Male,70-74,Some college or technical school,"$100,000 to < $150,000",White only (non-Hispanic)
1087,Female,35-39,College graduate or higher,"$25,000 to <$35,000",Hispanic
1088,Female,45-49,College graduate or higher,"$50,000 to <$75,000",White only (non-Hispanic)
1089,Female,60-64,College graduate or higher,"$200,000 or more",White only (non-Hispanic)
1090,Male,25-29,High school graduate,"$50,000 to <$75,000",White only (non-Hispanic)
1091,Male,18-24,High school graduate,"$25,000 to <$35,000",White only (non-Hispanic)
1092,Male,55-59,Some college or technical school,"$25,000 to <$35,000",Black only (non-Hispanic)
1093,Male,60-64,College graduate or higher,"$25,000 to <$35,000",White only (non-Hispanic)
1094,Male,18-24,Some college or technical school,"$20,000 to <$25,000",Black only (non-Hispanic)
1095,Female,40-44,High school graduate,"$35,000 to <$50,000",White only (non-Hispanic)
1096,Female,55-59,High school graduate,"$35,000 to <$50,000",White only (non-Hispanic)
1097,Male,45-49,High school graduate,"Less than $10,000",White only (non-Hispanic)
1098,Female,60-64,Some college or technical school,"$10,000 to <$15,000",Black only (non-Hispanic)
1099,Female,30-34,High school graduate,"$20,000 to <$25,000",White only (non-Hispanic)
1100,Male,55-59,College graduate or higher,"$75,000 to < $100,000",Multiracial (non-Hispanic)
1101,Female,60-64,Some college or technical school,"$20,000 to <$25,000",Black only (non-Hispanic)
1102,Male,65-69,High school graduate,"$100,000 to < $150,000",White only (non-Hispanic)
1103,Male,55-59,High school graduate,"$35,000 to <$50,000",Black only (non-Hispanic)
1104,Female,60-64,Some college or technical school,"$15,000 to <$20,000",White only (non-Hispanic)
1105,Male,30-34,High school graduate,"$25,000 to <$35,000",Black only (non-Hispanic)
1106,Male,80+,Some college or technical school,"$100,000 to < $150,000",White only (non-Hispanic)
1107,Female,50-54,High school graduate,"Less than $10,000",White only (non-Hispanic)
1108,Male,50-54,Elementary,"$35,000 to <$50,000",Black only (non-Hispanic)
1109,Male,25-29,Some college or technical school,"$35,000 to <$50,000",Black only (non-Hispanic)
1110,Male,18-24,College graduate or higher,"$75,000 to < $100,000",White only (non-Hispanic)
1111,Female,70-74,Some high school,"$25,000 to <$35,000",Black only (non-Hispanic)
1112,Female,40-44,Some college or technical school,"$20,000 to <$25,000",White only (non-Hispanic)
1113,Male,65-69,High school graduate,"Less than $10,000",Black only (non-Hispanic)
1114,Male,30-34,College graduate or higher,"$200,000 or more",
1115,Male,25-29,Some college or technical school,"$25,000 to <$35,000",Multiracial (non-Hispanic)
1116,Female,80+,Some high school,"$20,000 to <$25,000",White only (non-Hispanic)
1117,Female,60-64,Some college or technical school,"$20,000 to <$25,000",
1118,Female,30-34,Some college or technical school,"$100,000 to < $150,000",Black only (non-Hispanic)
1119,Female,50-54,High school graduate,,Multiracial (non-Hispanic)
1120,Male,40-44,High school graduate,"$50,000 to <$75,000",Black only (non-Hispanic)
1121,Female,65-69,High school graduate,"$200,000 or more",Black only (non-Hispanic)
1122,Female,18-24,College graduate or higher,"$75,000 to < $100,000",Black only (non-Hispanic)
1123,Male,65-69,High school graduate,"$200,000 or more",White only (non-Hispanic)
1124,Male,60-64,Some college or technical school,"$10,000 to <$15,000",Black only (non-Hispanic)
1125,Female,50-54,Some college or technical school,"$150,000 to < $200,000",White only (non-Hispanic)
1126,Female,25-29,College graduate or higher,"$50,000 to <$75,000",Asian (non-Hispanic)
1127,Male,50-54,Some college or technical school,"$100,000 to < $150,000",
1128,Female,18-24,College graduate or higher,"Less than $10,000",Multiracial (non-Hispanic)
1129,Female,45-49,Some college or technical school,"$50,000 to <$75,000",Black only (non-Hispanic)
1130,Male,60-64,Some high school,"$35,000 to <$50,000",Black only (non-Hispanic)
1131,Female,80+,Some high school,,
1132,Male,,High school graduate,"$35,000 to <$50,000",
1133,Male,18-24,High school graduate,"$100,000 to < $150,000",Black only (non-Hispanic)
1134,Female,35-39,Some college or technical school,"$100,000 to < $150,000",White only (non-Hispanic)
1135,Female,55-59,Some high school,"$10,000 to <$15,000",Black only (non-Hispanic)
1136,Male,60-64,Some high school,"$25,000 to <$35,000",Black only (non-Hispanic)
1137,Male,50-54,High school graduate,"$150,000 to < $200,000",White only (non-Hispanic)
1138,Male,35-39,High school graduate,"$35,000 to <$50,000",White only (non-Hispanic)
1139,Male,50-54,Some high school,"Less than $10,000",Multiracial (non-Hispanic)
1140,Male,25-29,Some college or technical school,"$20,000 to <$25,000",Native Hawaiian or other Pacific Islander only (non-Hispanic)
1141,Male,35-39,College graduate or higher,"$35,000 to <$50,000",Black only (non-Hispanic)
1142,Female,75-79,College graduate or higher,"$20,000 to <$25,000",White only (non-Hispanic)
1143,Male,18-24,Some college or technical school,"$25,000 to <$35,000",Black only (non-Hispanic)
1144,Male,40-44,Some college or technical school,"$50,000 to <$75,000",Black only (non-Hispanic)
1145,Female,50-54,High school graduate,"$150,000 to < $200,000",White only (non-Hispanic)
1146,Female,30-34,High school graduate,"$50,000 to <$75,000",Hispanic
1147,Male,25-29,College graduate or higher,"$75,000 to < $100,000",White only (non-Hispanic)
1148,Female,65-69,Some college or technical school,"$10,000 to <$15,000",White only (non-Hispanic)
1149,Male,60-64,Elementary,"$35,000 to <$50,000",White only (non-Hispanic)
1150,Female,18-24,High school graduate,,Hispanic
1151,Female,70-74,Some college or technical school,"$150,000 to < $200,000",White only (non-Hispanic)
1152,Male,35-39,High school graduate,"$35,000 to <$50,000",Hispanic
1153,Male,80+,Some college or technical school,"$25,000 to <$35,000",White only (non-Hispanic)
1154,Male,75-79,High school graduate,,Black only (non-Hispanic)
1155,Female,45-49,High school graduate,"$10,000 to <$15,000",Hispanic
1156,Female,65-69,Some high school,"Less than $10,000",White only (non-Hispanic)
1157,Male,30-34,College graduate or higher,"$50,000 to <$75,000",Asian (non-Hispanic)
1158,Female,40-44,High school graduate,"$50,000 to <$75,000",Black only (non-Hispanic)
1159,Female,25-29,High school graduate,"Less than $10,000",Black only (non-Hispanic)
1160,Male,,College graduate or higher,"$75,000 to < $100,000",White only (non-Hispanic)
1161,Female,35-39,High school graduate,"$15,000 to <$20,000",White only (non-Hispanic)
1162,Male,40-44,Some high school,"$200,000 or more",White only (non-Hispanic)
1163,Male,18-24,High school graduate,"Less than $10,000",White only (non-Hispanic)
1164,Male,65-69,College graduate or higher,"$75,000 to < $100,000",Multiracial (non-Hispanic)
1165,Male,40-44,College graduate or higher,"$50,000 to <$75,000",Multiracial (non-Hispanic)
1166,Male,18-24,High school graduate,"$50,000 to <$75,000",White only (non-Hispanic)
1167,Male,65-69,Elementary,"Less than $10,000",Black only (non-Hispanic)
1168,Male,65-69,Some high school,"$15,000 to <$20,000",Multiracial (non-Hispanic)
1169,Male,35-39,Some college or technical school,"$50,000 to <$75,000",White only (non-Hispanic)
1170,Female,50-54,High school graduate,"$20,000 to <$25,000",White only (non-Hispanic)
1171,Female,55-59,High school graduate,"$20,000 to <$25,000",Black only (non-Hispanic)
1172,Female,35-39,High school graduate,"$35,000 to <$50,000",White only (non-Hispanic)
1173,Male,65-69,Some college or technical school,"$100,000 to < $150,000",Multiracial (non-Hispanic)
1174,Female,30-34,Some high school,"$100,000 to < $150,000",White only (non-Hispanic)
1175,Male,25-29,Some college or technical school,"$75,000 to < $100,000",Black only (non-Hispanic)
1176,Male,70-74,High school graduate,"$25,000 to <$35,000",Black only (non-Hispanic)
1177,Male,40-44,Some college or technical school,"$50,000 to <$75,000",White only (non-Hispanic)
1178,Female,18-24,Some college or technical school,,Hispanic
1179,Male,50-54,College graduate or higher,"$35,000 to <$50,000",Other race (non-Hispanic)
1180,Male,60-64,Some college or technical school,"$20,000 to <$25,000",White only (non-Hispanic)
1181,Female,30-34,Some college or technical school,,
1182,Female,25-29,College graduate or higher,"$100,000 to < $150,000",Black only (non-Hispanic)
1183,Female,30-34,College graduate or higher,,Other race (non-Hispanic)
1184,Male,18-24,Some high school,,White only (non-Hispanic)
1185,Male,40-44,Some high school,"Less than $10,000",Black only (non-Hispanic)
1186,Male,30-34,Some college or technical school,,Black only (non-Hispanic)
1187,Male,70-74,Some high school,,Black only (non-Hispanic)
1188,Male,55-59,High school graduate,"$20,000 to <$25,000",Black only (non-Hispanic)
1189,Male,65-69,Some high school,"$50,000 to <$75,000",Black only (non-Hispanic)
1190,Male,18-24,High school graduate,"$100,000 to < $150,000",White only (non-Hispanic)
1191,Female,50-54,Some high school,"$35,000 to <$50,000",White only (non-Hispanic)
1192,Male,18-24,High school graduate,,
1193,Male,45-49,Some college or technical school,"$75,000 to < $100,000",Black only (non-Hispanic)
1194,Male,60-64,Some college or technical school,"$35,000 to <$50,000",Black only (non-Hispanic)
1195,Male,75-79,College graduate or higher,"$35,000 to <$50,000",White only (non-Hispanic)
1196,Male,55-59,College graduate or higher,"$15,000 to <$20,000",Black only (non-Hispanic)
1197,Female,35-39,Some college or technical school,"$75,000 to < $100,000",White only (non-Hispanic)
1198,Male,55-59,College graduate or higher,"$100,000 to < $150,000",Black only (non-Hispanic)
1199,Male,30-34,Some college or technical school,"$75,000 to < $100,000",Hispanic
1200,Male,75-79,Some college or technical school,"$200,000 or more",White only (non-Hispanic)
1201,Male,80+,Some high school,"$10,000 to <$15,000",White only (non-Hispanic)
1202,Female,25-29,High school graduate,"$50,000 to <$75,000",Black only (non-Hispanic)
1203,Female,45-49,High school graduate,"$35,000 to <$50,000",Black only (non-Hispanic)
1204,Female,35-39,Some college or technical school,"$200,000 or more",Black only (non-Hispanic)
1205,Male,60-64,High school graduate,"$75,000 to < $100,000",Black only (non-Hispanic)
1206,Female,25-29,High school graduate,"$20,000 to <$25,000",Black only (non-Hispanic)
1207,Female,,High school graduate,"Less than $10,000",Black only (non-Hispanic)
1208,Male,50-54,High school graduate,"$10,000 to <$15,000",White only (non-Hispanic)
1209,Female,50-54,High school graduate,"$15,000 to <$20,000",Black only (non-Hispanic)
1210,Female,30-34,Some high school,"$25,000 to <$35,000",Black only (non-Hispanic)
1211,Male,65-69,High school graduate,"$20,000 to <$25,000",Black only (non-Hispanic)
1212,Male,18-24,College graduate or higher,"$75,000 to < $100,000",Asian (non-Hispanic)
1213,Female,25-29,Some college or technical school,"$20,000 to <$25,000",White only (non-Hispanic)
1214,Female,55-59,Some college or technical school,"$10,000 to <$15,000",White only (non-Hispanic)
1215,Male,60-64,High school graduate,"$20,000 to <$25,000",White only (non-Hispanic)
1216,Male,75-79,College graduate or higher,"$200,000 or more",White only (non-Hispanic)
1217,Male,45-49,High school graduate,"$35,000 to <$50,000",White only (non-Hispanic)
1218,Female,55-59,College graduate or higher,"$15,000 to <$20,000",Hispanic
1219,Female,75-79,Some high school,"$25,000 to <$35,000",White only (non-Hispanic)
1220,Male,45-49,Some college or technical school,"$35,000 to <$50,000",White only (non-Hispanic)
1221,Female,30-34,Some college or technical school,"$20,000 to <$25,000",White only (non-Hispanic)
1222,Female,50-54,Some college or technical school,"$20,000 to <$25,000",White only (non-Hispanic)
1223,Male,55-59,Some college or technical school,"$35,000 to <$50,000",White only (non-Hispanic)
1224,Female,45-49,College graduate or higher,"$35,000 to <$50,000",Black only (non-Hispanic)
1225,Female,30-34,High school graduate,"$50,000 to <$75,000",Black only (non-Hispanic)
1226,Female,35-39,Some college or technical school,"$35,000 to <$50,000",Hispanic
1227,Male,18-24,Some college or technical school,,Multiracial (non-Hispanic)
1228,Female,25-29,Some college or technical school,"$25,000 to <$35,000",Black only (non-Hispanic)
1229,Female,40-44,Some college or technical school,"$35,000 to <$50,000",Multiracial (non-Hispanic)
1230,Female,40-44,Some high school,,White only (non-Hispanic)
1231,Female,50-54,College graduate or higher,,Asian (non-Hispanic)
1232,Female,35-39,Some college or technical school,,Black only (non-Hispanic)
1233,Male,30-34,High school graduate,,Black only (non-Hispanic)
1234,Female,25-29,College graduate or higher,,Black only (non-Hispanic)
1235,Male,55-59,Some high school,,White only (non-Hispanic)
1236,Male,55-59,College graduate or higher,"$200,000 or more",Asian (non-Hispanic)
1237,Female,50-54,High school graduate,"$35,000 to <$50,000",White only (non-Hispanic)
1238,Female,70-74,Elementary,"$20,000 to <$25,000",White only (non-Hispanic)
1239,Male,30-34,College graduate or higher,"$100,000 to < $150,000",White only (non-Hispanic)
1240,Male,45-49,Some high school,"$25,000 to <$35,000",Multiracial (non-Hispanic)
1241,Male,30-34,College graduate or higher,"$200,000 or more",Black only (non-Hispanic)
1242,Female,55-59,Some college or technical school,"$150,000 to < $200,000",Black only (non-Hispanic)
1243,Female,65-69,Some high school,"$15,000 to <$20,000",White only (non-Hispanic)
1244,Female,60-64,College graduate or higher,"$35,000 to <$50,000",American Indian/Alaska Native (non-Hispanic)
1245,Female,,Some college or technical school,"$100,000 to < $150,000",Black only (non-Hispanic)
1246,Female,30-34,High school graduate,"$75,000 to < $100,000",White only (non-Hispanic)
